"aveSalary","R","SPSS","Excel","Python","MATLAB","Java","SQL","SAS","Stata","EViews","Spark","Hadoop","area","compVar","compScale","academic","exp","induCate"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",1,"金融/投资/证券"
12499.5,0,0,0,0,0,0,1,0,0,0,0,0,1,"民营公司","50-500人","大专",1,"计算机软件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","无",0,"网络游戏"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",5,"医疗/护理/卫生"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","10000人以上","大专",3,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","无",0,"网络游戏"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","本科",6,"金融/投资/证券"
12499.5,0,0,0,0,1,0,0,0,0,0,0,0,1,"外资","50-500人","大专",2,"网络游戏"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","中专",0,"机械/设备/重工"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",3,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","大专",1,"广告"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","少于50人","本科",0,"贸易/进出口"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","本科",6,"计算机软件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","少于50人","本科",6,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","大专",0,"公关/市场推广/会展"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"上市公司","50-500人","大专",2,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","大专",1,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","50-500人","大专",3,"物业管理/商业中心"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","无",0,"互联网/电子商务"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"上市公司","1000-5000人","本科",1,"计算机软件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"创业公司","500-1000人","大专",0,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",1,"网络游戏"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","无",2,"家具/家电/玩具/礼品"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","大专",6,"快速消费品(食品、饮料、化妆品)"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"计算机软件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",1,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",1,"教育/培训/院校"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",2,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","大专",0,"教育/培训/院校"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"上市公司","50-500人","本科",5,"多元化业务集团公司"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",1,"贸易/进出口"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"专业服务(咨询、人力资源、财会)"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"外资","50-500人","大专",0,"服装/纺织/皮革"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","本科",2,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",6,"专业服务(咨询、人力资源、财会)"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",2,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",6,"金融/投资/证券"
12499.5,0,0,0,0,0,1,1,0,0,0,0,0,1,"民营公司","1000-5000人","本科",3,"航天/航空"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"广告"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","无",5,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"服装/纺织/皮革"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","50-500人","无",1,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","大专",6,"交通/运输/物流"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"创业公司","50-500人","本科",3,"医疗设备/器械"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","本科",0,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","少于50人","大专",2,"影视/媒体/艺术/文化传播"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",6,"电子技术/半导体/集成电路"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","大专",2,"教育/培训/院校"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","无",0,"酒店/旅游"
12499.5,0,0,0,0,0,0,1,0,0,0,0,0,1,"国企","50-500人","本科",0,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"计算机软件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","本科",3,"电子技术/半导体/集成电路"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",6,"服装/纺织/皮革"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","无",0,"教育/培训/院校"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",3,"计算机软件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","本科",3,"汽车及零配件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","大专",3,"交通/运输/物流"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"计算机软件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","50-500人","大专",0,"快速消费品(食品、饮料、化妆品)"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",10,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","本科",1,"批发/零售"
12499.5,1,0,0,0,0,0,1,1,0,0,0,0,1,"民营公司","1000-5000人","本科",0,"金融/投资/证券"
12499.5,1,1,0,0,0,0,0,1,0,0,0,0,1,"合资","50-500人","本科",2,"互联网/电子商务"
12499.5,0,1,1,1,0,0,1,1,0,1,0,0,1,"民营公司","1000-5000人","本科",0,"互联网/电子商务"
12499.5,0,0,0,0,0,0,1,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","500-1000人","大专",3,"服装/纺织/皮革"
12499.5,0,1,0,0,0,0,0,1,0,0,0,0,1,"民营公司","1000-5000人","无",0,"金融/投资/证券"
12499.5,0,0,1,0,0,0,1,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",2,"多元化业务集团公司"
12499.5,1,1,0,1,0,0,1,1,0,0,0,0,1,"民营公司","50-500人","本科",3,"计算机软件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","中专",0,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"电子技术/半导体/集成电路"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"上市公司","500-1000人","大专",0,"互联网/电子商务"
12499.5,0,1,1,0,0,0,0,1,0,0,0,0,1,"民营公司","1000-5000人","本科",6,"服装/纺织/皮革"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","10000人以上","本科",3,"金融/投资/证券"
12499.5,1,0,0,1,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","本科",2,"计算机软件"
12499.5,0,1,1,0,1,0,1,1,0,0,0,0,1,"民营公司","50-500人","无",3,"互联网/电子商务"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","大专",3,"互联网/电子商务"
12499.5,0,1,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","本科",0,"教育/培训/院校"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"房地产"
12499.5,1,1,1,1,0,0,1,0,0,0,0,0,1,"合资","少于50人","本科",2,"互联网/电子商务"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"计算机软件"
12499.5,1,1,0,1,0,0,1,0,0,0,0,0,1,"民营公司","500-1000人","本科",3,"专业服务(咨询、人力资源、财会)"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",2,"金融/投资/证券"
12499.5,0,0,0,0,0,0,1,0,0,0,0,0,1,"外资","1000-5000人","本科",0,"批发/零售"
12499.5,0,0,0,0,0,0,0,1,0,0,0,0,1,"民营公司","少于50人","本科",1,"互联网/电子商务"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"外资","50-500人","硕士",0,"专业服务(咨询、人力资源、财会)"
12499.5,1,0,0,0,0,0,1,1,0,0,0,0,1,"民营公司","10000人以上","本科",0,"外包服务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","500-1000人","本科",3,"网络游戏"
12499.5,0,0,0,0,0,0,1,0,0,0,0,0,1,"民营公司","50-500人","本科",2,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,1,1,"民营公司","50-500人","本科",2,"金融/投资/证券"
12499.5,1,0,0,1,1,0,1,0,0,0,1,1,1,"国企","50-500人","硕士",0,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"机械/设备/重工"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","高中",0,"计算机软件"
12499.5,0,0,1,0,0,0,1,0,0,0,0,0,1,"民营公司","1000-5000人","本科",2,"互联网/电子商务"
12499.5,0,0,1,0,0,0,1,1,0,0,0,0,1,"民营公司","少于50人","大专",1,"计算机服务(系统、数据服务、维修)"
12499.5,1,0,0,0,0,1,1,1,0,0,0,1,1,"民营公司","50-500人","硕士",0,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"国企","10000人以上","本科",3,"房地产"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",3,"互联网/电子商务"
12499.5,0,0,0,0,0,0,1,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"计算机软件"
12499.5,1,1,1,0,0,0,1,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"互联网/电子商务"
12499.5,0,1,0,0,0,0,0,1,0,0,0,0,1,"民营公司","10000人以上","本科",3,"通信/电信/网络设备"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","本科",3,"互联网/电子商务"
12499.5,0,0,0,0,0,1,0,0,0,0,1,1,1,"民营公司","50-500人","本科",2,"计算机服务(系统、数据服务、维修)"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"国企","50-500人","无",6,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",8,"医疗设备/器械"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",1,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",8,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","大专",6,"批发/零售"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"建筑/建材/工程"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","高中",1,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"国企","1000-5000人","本科",3,"通信/电信/网络设备"
12499.5,0,0,0,1,0,0,1,0,0,0,0,0,1,"民营公司","少于50人","大专",0,"计算机软件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","大专",2,"计算机软件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",3,"通信/电信/网络设备"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",3,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"金融/投资/证券"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","无",0,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","大专",6,"批发/零售"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",2,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","大专",2,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","5000-10000人","本科",6,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","5000-10000人","本科",3,"电子技术/半导体/集成电路"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","500-1000人","大专",3,"交通/运输/物流"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","50-500人","大专",3,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","500-1000人","大专",6,"快速消费品(食品、饮料、化妆品)"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"上市公司","50-500人","大专",3,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","中专",0,"专业服务(咨询、人力资源、财会)"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","本科",3,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","本科",1,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"创业公司","50-500人","本科",3,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"上市公司","500-1000人","本科",6,"互联网/电子商务"
12499.5,0,0,0,0,0,1,1,0,0,0,0,0,1,"民营公司","50-500人","大专",2,"网络游戏"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","10000人以上","本科",3,"服装/纺织/皮革"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"贸易/进出口"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"外资","5000-10000人","本科",6,"房地产"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","大专",6,"医疗设备/器械"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",5,"原材料和加工"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","大专",6,"快速消费品(食品、饮料、化妆品)"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","无",3,"建筑/建材/工程"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",2,"计算机软件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"美容/保健"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","大专",0,"电子技术/半导体/集成电路"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",6,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",6,"新能源"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","本科",3,"多元化业务集团公司"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"互联网/电子商务"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","大专",1,"网络游戏"
12499.5,0,0,0,1,0,1,0,0,0,0,0,1,1,"民营公司","少于50人","本科",3,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",2,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"上市公司","50-500人","本科",1,"计算机软件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","本科",8,"计算机软件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","本科",2,"电子技术/半导体/集成电路"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",2,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",6,"专业服务(咨询、人力资源、财会)"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",3,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","大专",1,"计算机软件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","大专",3,"奢侈品/收藏品/工艺品/珠宝"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"上市公司","1000-5000人","大专",3,"物业管理/商业中心"
12499.5,0,1,1,0,0,0,0,1,0,0,0,0,1,"民营公司","50-500人","大专",3,"网络游戏"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",2,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",6,"电子技术/半导体/集成电路"
12499.5,0,0,0,0,0,0,1,0,0,0,0,0,1,"民营公司","500-1000人","本科",6,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",10,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","中专",1,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","本科",3,"电子技术/半导体/集成电路"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","500-1000人","本科",3,"房地产"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","50-500人","无",0,"快速消费品(食品、饮料、化妆品)"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"通信/电信运营、增值服务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",6,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","大专",2,"医疗设备/器械"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","无",2,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"多元化业务集团公司"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","无",3,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",2,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",6,"专业服务(咨询、人力资源、财会)"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","1000-5000人","大专",6,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"创业公司","50-500人","本科",6,"通信/电信/网络设备"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"计算机硬件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"房地产"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",2,"贸易/进出口"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","50-500人","大专",6,"房地产"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"计算机软件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",3,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","无",0,"公关/市场推广/会展"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"上市公司","50-500人","本科",6,"多元化业务集团公司"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",2,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"上市公司","1000-5000人","本科",0,"房地产"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"互联网/电子商务"
12499.5,0,0,0,0,0,1,1,0,0,0,0,0,1,"民营公司","50-500人","无",0,"计算机软件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","中专",3,"贸易/进出口"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",6,"家居/室内设计/装潢"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"上市公司","50-500人","无",0,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",0,"服装/纺织/皮革"
12499.5,1,0,0,1,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","硕士",6,"医疗设备/器械"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","无",6,"教育/培训/院校"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",0,"通信/电信/网络设备"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","大专",2,"交通/运输/物流"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",2,"专业服务(咨询、人力资源、财会)"
12499.5,0,0,0,1,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",3,"计算机软件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","大专",3,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","大专",3,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","50-500人","本科",3,"互联网/电子商务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","500-1000人","本科",3,"服装/纺织/皮革"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","500-1000人","无",0,"交通/运输/物流"
12499.5,0,1,0,0,0,0,0,1,0,0,0,0,1,"民营公司","50-500人","大专",5,"家具/家电/玩具/礼品"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"上市公司","50-500人","本科",3,"奢侈品/收藏品/工艺品/珠宝"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","50-500人","本科",2,"金融/投资/证券"
12499.5,0,0,0,0,0,1,1,0,0,0,1,1,1,"民营公司","50-500人","无",1,"计算机软件"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"上市公司","1000-5000人","本科",0,"通信/电信/网络设备"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",3,"生活服务"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","无",0,"金融/投资/证券"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",6,"服装/纺织/皮革"
12499.5,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",6,"物业管理/商业中心"
12499.5,0,0,1,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","本科",3,"影视/媒体/艺术/文化传播"
12250,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",6,"金融/投资/证券"
12250,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","大专",3,"交通/运输/物流"
12000,0,0,1,0,0,0,0,0,0,0,0,0,1,"合资","50-500人","本科",2,"金融/投资/证券"
12000,0,0,1,0,0,0,1,1,0,0,0,0,1,"民营公司","1000-5000人","本科",1,"计算机软件"
12000,0,0,1,0,0,0,1,0,0,0,0,0,1,"上市公司","500-1000人","本科",2,"互联网/电子商务"
12000,0,0,0,0,0,0,1,0,0,0,0,0,1,"国企","50-500人","本科",1,"金融/投资/证券"
12000,0,1,1,0,0,0,0,1,0,0,0,0,0,"民营公司","500-1000人","本科",0,"金融/投资/证券"
12000,0,0,0,0,0,1,0,0,0,0,0,0,1,"国企","1000-5000人","本科",0,"计算机软件"
12000,1,0,0,1,0,1,1,0,0,0,0,0,1,"外资","50-500人","本科",2,"专业服务(咨询、人力资源、财会)"
12000,0,0,0,0,0,0,0,0,0,0,0,0,1,"外资","10000人以上","本科",3,"房地产"
12000,0,0,1,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","大专",2,"网络游戏"
12000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","少于50人","本科",3,"计算机硬件"
12000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",6,"互联网/电子商务"
12000,0,0,0,0,0,0,0,0,0,0,0,0,1,"民营公司","50-500人","本科",2,"影视/媒体/艺术/文化传播"
12000,0,0,0,0,0,0,0,0,0,0,0,0,1,"上市公司","50-500人","大专",3,"交通/运输/物流"
12000,0,0,0,1,0,1,0,0,0,0,1,1,1,"民营公司","50-500人","本科",3,"计算机软件"
